name,description,longitude,latitude,country
Gwys Resurgence,,-3.7370539,51.857647,Powys
Ogof Tri Cam,,-3.7367086,51.85999,Powys
Three Step Cave,,-3.7367086,51.85999,Powys
Dig,,-3.735998,51.857372,Powys
Swallow Hole,,-3.735464,51.855953,Powys
Ogof Carreg Lem,,-3.7350395,51.848316,Powys
Dig near Twyn Tal Draenen 1,,-3.7344174,51.8563,Powys
Sinc y Giedd - Sink 2,,-3.7285874,51.847027,Powys
Ogof Twll Tal Ddraenen,,-3.734081,51.857376,Powys
Hole near Twll Tal Ddraenen,,-3.734071,51.85749,Powys
Giedd low flow sink,,-3.7263136,51.850204,Powys
Ogof Dewi Sant Sink,,-3.7261708,51.852547,Powys
Resurgence below Ogof Un Cam,,-3.7317665,51.859497,Powys
Echo Pot,,-2.23028,54.12804,North Yorkshire
Psilomene Pot,,-2.24821,54.14223,North Yorkshire
Aven Entrance,,-2.39893,54.17658,North Yorkshire
Little Meregill,,-2.39885,54.1766,North Yorkshire
Hunt Pot,,-2.26758,54.16171,North Yorkshire
Black Shiver Pot,,-2.40444,54.17395,North Yorkshire
Jackdaw Hole,,-2.29317,54.17182,North Yorkshire
Knacker Trapper Hole,,-2.3911,54.18138,North Yorkshire
Penyghent Long Churn,,-2.29162,54.17345,North Yorkshire
Black Reef Cave,,-2.34761,54.20995,North Yorkshire
Winshaw Gill Pot,,-2.34219,54.21678,North Yorkshire
Sunset Hole (Dry),,-2.39669,54.17859,North Yorkshire
Sweetwater Hole,,-2.40012,54.1781,North Yorkshire
Hallam Moss Cave,,-2.40237,54.17557,North Yorkshire
Broken Spring Pot,,-2.4667,54.19415,North Yorkshire
Greensett Cave,,-2.38885,54.23465,North Yorkshire
Pikedaw Calamine Caverns,,-2.19145,54.07174,North Yorkshire
Attermire Cave,,-2.24578,54.07404,North Yorkshire
Victoria Cave,,-2.24888,54.08104,North Yorkshire
Calf Pot,,-2.45842,54.20395,North Yorkshire
Dig,,-3.6922178,51.838474,Powys
Dig in Shakehole,,-3.691802,51.8359,Powys
Dig on Cribarth,,-3.6893106,51.82324,Powys
Tunnel Cave Top,,-3.6894016,51.835365,Powys
Step Cave,,-3.6891935,51.83213,Powys
Caves in cliff,,-3.6884046,51.830444,Powys
Blokes Dig,,-3.6884081,51.837135,Powys
Edward's Dig,,-3.6884081,51.837135,Powys
Ogof Haffes,,-3.6884081,51.837135,Powys
Bone Cave,,-3.6878083,51.83118,Powys
Ogof Yr Esgyrn,,-3.6878083,51.83118,Powys
Yr Ogof,,-3.6878083,51.83118,Powys
Yr Ogof Ganol,,-3.6878083,51.83118,Powys
Cliff of the Cave,,-3.6873906,51.830494,Powys
Dan Yr Ogof Resurgence,,-3.6873906,51.830494,Powys
Dan-yr-Ogof,,-3.6873906,51.830494,Powys
Tarren yr Ogof,,-3.6873906,51.830494,Powys
Under the Cave,,-3.6873906,51.830494,Powys
Dan Yr Ogof Tourist Entrance,,-3.6873252,51.830685,Powys
Tunnel Cave Lower Cavers Entrance,,-3.6869686,51.831623,Powys
Cathedral Cave,,-3.686554,51.831406,Powys
Spring,,-3.6848006,51.81165,Powys
Hospital Cave,,-3.6852243,51.82378,Powys
Waterfall Cave,,-3.6852243,51.82378,Powys
Dig in Quarry,,-3.684816,51.83539,Powys
Cribarth Fault Fissures,,-3.682674,51.820763,Powys
Cave,,-3.6822438,51.820904,Powys
Craig Y Nos Quarry Cave,,-3.681958,51.821796,Powys
Hospital Rising,,-3.680002,51.827724,Powys
Badger Hole,,-3.6775224,51.828945,Powys
Eglwys Caradoc,,-3.677276,51.82895,Powys
Cave - Entrance 2,,-3.6765363,51.82857,Powys
Craig y Rhiwarth Cave II,,-3.675744,51.82756,Powys
Eglwys Caradog Cave,,-3.675744,51.82756,Powys
Gwyn Arms Rising,,-3.675485,51.834263,Powys
Ogof Glan Byfre,,-3.6747553,51.836117,Powys
Black Spring,,-3.6737926,51.82229,Powys
Black Well,,-3.6737926,51.82229,Powys
Ffynnon Ddu,,-3.6737926,51.82229,Powys
OFD Resurgence,,-3.6737926,51.82229,Powys
Pen Twyn Farm Resurgence,,-3.6733744,51.816486,Powys
OFD 1,,-3.6731155,51.823593,Powys
Pwll Coediog,,-3.673067,51.83364,Powys
Downey's Cave,,-3.6722705,51.825855,Powys
Ogof Pant Canol,,-3.6710417,51.824802,Powys
Powell's Cave,,-3.670135,51.825005,Powys
Powell's Cave 2nd Entrance,,-3.670135,51.825005,Powys
Ogof Coed Cae,,-3.6698196,51.818832,Powys
Ogof-Yr-Ardd,,-3.669662,51.818493,Powys
Craig Y Rhiwarth Spring 2,,-3.6699245,51.829906,Powys
Whiskey Aven,,-3.668842,51.826145,Powys
Dig near Whiskey Aven,,-3.6684833,51.826252,Powys
Whiskers Cave,,-3.668101,51.826904,Powys
Cave Behind Ty Mawr,,-3.6674953,51.829754,Powys
Caves near Ty Mawr,,-3.6674953,51.829754,Powys
Foxhole,,-3.6662817,51.82558,Powys
Sink,,-3.665722,51.82771,Powys
Dig behind Stump 1,,-3.6654272,51.824837,Powys
Shakehole Dig,,-3.6647005,51.817726,Powys
Stump Hole,,-3.6648324,51.825233,Powys
Dig in shakehole,,-3.664013,51.827805,Powys
Lost Cave at old bridge,,-3.6640108,51.83011,Powys
Ogof Gweath Brics,,-3.6625168,51.824223,Powys
Large choked Sink,,-3.662006,51.8269,Powys
Small Rift,,-3.6617682,51.824387,Powys
Keyhole Cave,,-3.6613019,51.82433,Powys
Brickworks Quarry Cave,,-3.661274,51.824753,Powys
Wheelbarrow Dig,,-3.661274,51.824753,Powys
The Horseless Carriage Dig,,-3.661337,51.828438,Powys
Deep Rift,,-3.6609216,51.82464,Powys
Small Solution Tube,,-3.6605918,51.827908,Powys
Small Dig,,-3.6601105,51.826656,Powys
Solution Tube in Wall,,-3.659682,51.826843,Powys
Rift in Cwmdwr Quarry,,-3.6595402,51.826935,Powys
Cwmdwr Quarry Cave,,-3.659439,51.82734,Powys
Ogof Ffynnon Ddu Cwm Dwr Entrance,,-3.659439,51.82734,Powys
Solution tube in Cwmdwr,,-3.659402,51.827118,Powys
Dan Y Chwarel,,-3.6592667,51.82739,Powys
Hole in the wall dig,,-3.6589704,51.828014,Powys
Gents Dig,,-3.6577961,51.827652,Powys
Ladies Dig,,-3.6577961,51.827652,Powys
Ogof Y Dynion,,-3.6577961,51.827652,Powys
Dig above TGO,,-3.6576517,51.830826,Powys
Dig north of Twll Gwynt Oer,,-3.6576023,51.83146,Powys
Cold Wind Hole,,-3.657555,51.830566,Powys
Twll Gwynt Oer,,-3.657555,51.830566,Powys
Zach's dig,,-3.6574101,51.828205,Powys
Clive's Dig - near stile,,-3.657068,51.82679,Powys
Large Doline,,-3.656324,51.82431,Powys
Ogof y Ffordd,,-3.6532578,51.82934,Powys
Aeroplane Hole,,-3.6528366,51.830124,Powys
Dig near cutting,,-3.6526172,51.83087,Powys
OFD 2,,-3.6504939,51.829956,Powys
OFD Top Entrance,,-3.6504939,51.829956,Powys
Ogof Nos Hir,,-3.6504939,51.829956,Powys
Wern Pot,,-3.6500862,51.830315,Powys
Engine House Dig,,-3.6497197,51.8322,Powys
Solution Tube 2,,-3.6494656,51.83319,Powys
Weighbridge Quarry Dig,,-3.6493576,51.83341,Powys
Weighbridge Quarry Cave - Upper,,-3.6491983,51.83342,Powys
Resurgence,,-3.6445088,51.836163,Powys
Small pot below Babysitters dig,,-3.6416006,51.836422,Powys
Babysitters Dig,,-3.641273,51.836193,Powys
Pwll Meillion,,-3.641273,51.836193,Powys
Hot Air Mine,,-3.6408854,51.83352,Powys
Hole North of Hot Air Mine,,-3.6397436,51.834045,Powys
Dig near Hot Air Mine,,-3.6393683,51.833305,Powys
Razor Blade Pot,,-3.637948,51.836563,Powys
Dig,,-3.6373663,51.83453,Powys
Hole in Depression,,-3.6369135,51.835255,Powys
Quarry with 3 holes,,-3.636539,51.833733,Powys
Dig in Shakehole,,-3.6362944,51.834183,Powys
Hole in floor,,-3.6363237,51.83499,Powys
Steel Drum Dig,,-3.6361756,51.83612,Powys
Dig with spoil pile,,-3.6358845,51.83409,Powys
Dai Hunts Dig,,-3.6356244,51.83572,Powys
Old dig,,-3.635124,51.83393,Powys
Pwll Byfre,,-3.6351838,51.837185,Powys
Firebeater Hill Dig 3,,-3.6349475,51.83467,Powys
Chas Jays Old Dig,,-3.631153,51.835705,Powys
Hole near path,,-3.6310356,51.834454,Powys
Lost Valley Digs,,-3.6306326,51.82732,Powys
Dig against Limestone Wall,,-3.6306431,51.834442,Powys
Peter Francis' Dig,,-3.629145,51.835957,Powys
The Chasm (1),,-3.6271937,51.821693,Powys
Dig in Rift,,-3.627613,51.834934,Powys
Chas's New Dig,,-3.6256816,51.833298,Powys
Ogof Carreg Cadno,,-3.6256816,51.833298,Powys
Dig west of Ogof Carreg Cadno,,-3.6256845,51.833378,Powys
Ogof Derw,,-3.6120617,51.83069,Powys
Pant Mawr Sink,,-3.6111522,51.833668,Powys
Fan Fraith Pot,,-3.6109874,51.832706,Powys
Shaft 2 Near Ogof Hebog,,-3.6049268,51.83084,Powys
Ogof o Flaen-y-Waun,,-3.6048703,51.832108,Powys
Falcon Cave 2,,-3.6035597,51.83076,Powys
Ogof Hebog 2,,-3.6035597,51.83076,Powys
Ogof Sanna,,-3.6025028,51.824696,Powys
Eighteenth Hole,,-3.598361,51.812225,Powys
Dig in shakehole,,-3.5960443,51.817276,Powys
Crowbar Hole,,-3.5957518,51.81967,Powys
Ogof Llyn Fach,,-3.5954247,51.81411,Powys
Ogof Triachwech,,-3.5959294,51.832085,Powys
Ogof Cul No 2,,-3.594926,51.821354,Powys
Ogof Cul 5,,-3.5948102,51.820126,Powys
Ogof Cul Rift,,-3.5947404,51.821026,Powys
18th Hole,,-3.5933058,51.814083,Powys
Hole 18,,-3.5933058,51.814083,Powys
Productus Pot,,-3.5933058,51.814083,Powys
Pwll Pindar,,-3.5931716,51.816864,Powys
Maes y Gawnen Pots,,-3.5925639,51.813618,Powys
Pwll Maes-y-Gawnen,,-3.5925639,51.813618,Powys
Blaen Nedd Uchaf Sink,,-3.5926561,51.82734,Powys
Pwll Maes Y Gawnen Sink,,-3.5917106,51.81328,Powys
Cave in small quarry,,-3.5909579,51.814564,Powys
Lewis's Pot,,-3.59118,51.827457,Powys
Resurgence,,-3.5892909,51.826557,Powys
Blaen Nedd Uchaf Resurgence,,-3.589262,51.826557,Powys
Coed-Y-Garreg Rising (North),,-3.588725,51.825737,Powys
Sarn Helen Sink North,,-3.5860765,51.813545,Powys
Pwll Derwen,,-3.5841606,51.804417,Powys
Dry Way Dig,,-3.5821686,51.80759,Powys
Ogof Gwib,,-3.581908,51.80843,Powys
Wandering Cave,,-3.581908,51.80843,Powys
Ogof Igam Ogam,,-3.5817604,51.80836,Powys
Zig-zag Cave,,-3.5817604,51.80836,Powys
Cwm Nedd Rift,,-3.581507,51.803192,Powys
Ogof Berthlwyd (in error),,-3.5816133,51.80623,Powys
Owl Cave,,-3.5816133,51.80623,Powys
Birwir Sychryd Resurgence,,-3.5799305,51.759342,Rhondda Cynon Taf
Sink and Dig,,-3.7058527,51.843212,Powys
Dig,,-3.7058918,51.844246,Powys
Sink,,-3.704972,51.82644,Powys
Dig in dry valley,,-3.7051697,51.840885,Powys
Pwll Porth Ddu,,-3.705169,51.84125,Powys
Spring,,-3.7035975,51.806164,Powys
Dig,,-3.7038548,51.81606,Powys
Dig,,-3.704161,51.829166,Powys
Sink,,-3.7040772,51.84194,Powys
Cave,,-3.7041113,51.842842,Powys
Swallow Hole,,-3.7030387,51.824425,Powys
Dig in shakehole on Black Mountain,,-3.702771,51.83772,Powys
Ogof Ar Ol Dyffros,,-3.7019887,51.84468,Powys
Cave,,-3.7005143,51.821747,Powys
Pwll Y Wydden Fach,,-3.69979,51.82447,Powys
Dig on Black Mountain,,-3.7003567,51.83759,Powys
Pwll Y Wydden Sink,,-3.699016,51.828197,Powys
Cave in escarpment,,-3.699114,51.84198,Powys
Fox Holes,,-3.6989162,51.843277,Powys
Cribarth Slot,,-3.6966872,51.81566,Powys
Harvey's Hole,,-3.6970844,51.83665,Powys
Cribarth Sink,,-3.696369,51.81839,Powys
Cave in Rift,,-3.6971643,51.839542,Powys
Cave on fault,,-3.6966372,51.837105,Powys
Ogof Ddyn Gryf,,-3.6950288,51.81747,Powys
Strong Man Cave,,-3.6950288,51.81747,Powys
Pont Sychryd Resurgence,,-3.5799305,51.759342,Rhondda Cynon Taf
Resurgence 11A,,-3.5799305,51.759342,Rhondda Cynon Taf
Y Berwi,,-3.5799305,51.759342,Rhondda Cynon Taf
Ogof Cwm Huw Bwb No.2,,-3.5813684,51.803375,Powys
Cwm Hew Bwb,,-3.5809302,51.80329,Powys
The Great Chasm,,-3.5809302,51.80329,Powys
Ogof Pont Sychryd,,-3.5793765,51.759243,Rhondda Cynon Taf
Railway Tunnel Cave,,-3.5810866,51.811073,Powys
White Lady Cave,,-3.5810866,51.811073,Powys
Arcade Cave,,-3.5810568,51.81105,Powys
Town Drain,,-3.5810568,51.81105,Powys
Blaen Nedd Isaf Resurgence,,-3.5812635,51.81695,Powys
Little River Neath Dry Gorge,,-3.5804024,51.80271,Powys
Cwm Pwll Y Rhyd Bach,,-3.580697,51.811962,Powys
Nut Tree Hole,,-3.5802372,51.800064,Powys
Pwll-y-Coeden Gnau,,-3.5802372,51.800064,Powys
Pwll-y-Coed Nedd,,-3.5802498,51.800423,Powys
Deep Pot,,-3.6947799,51.834805,Powys
Pwll Dwfn,,-3.6947799,51.834805,Powys
Dig near Pwll Dwfn,,-3.6942434,51.83598,Powys
Dig near Ogof Ffynnon Dewi Sant,,-3.6931098,51.832066,Powys
Ogof Clarwydden,,-3.580253,51.80051,Powys
Pwll Clarwydden,,-3.580253,51.80051,Powys
Sinc y Llwybr,,-3.5802593,51.800694,Powys
Tectonic Rift,,-3.580363,51.803658,Powys
Cwm Pwll-y-Rhyd,,-3.5805845,51.81206,Powys
Pwll y Rhyd,,-3.5805845,51.81206,Powys
Pwll y Rhyd Extensions,,-3.5805876,51.812153,Powys
Little River Neath Lesser Sink South 2,,-3.5805292,51.812557,Powys
Ogof Cragen,,-3.580031,51.80038,Powys
Shell Cave,,-3.580031,51.80038,Powys
Ogof Yoh,,-3.5803561,51.81175,Powys
Badger Cave,,-3.5804203,51.813583,Powys
Badger Hole,,-3.5804203,51.813583,Powys
Ogof y Cyfraniad,,-3.5803156,51.812256,Powys
Disappointment Spring South,,-3.5797772,51.79935,Powys
Ffynnon Siom De,,-3.5797772,51.79935,Powys
Little Badger Cave,,-3.5802708,51.81346,Powys
Ogof Cadno Fach,,-3.579645,51.79971,Powys
Ogof Cas,,-3.579652,51.79992,Powys
Ogof Drionglog,,-3.5801542,51.81427,Powys
The Triangular Cave,,-3.5801542,51.81427,Powys
Little River Neath Main Sink,,-3.5801573,51.81436,Powys
Ogof Cagoule,,-3.5795302,51.796844,Powys
Disappointment Cave,,-3.5795655,51.799515,Powys
Ogof Siom,,-3.5795655,51.799515,Powys
Fox Cave,,-3.579559,51.799747,Powys
Pont Cwm Nedd Sink,,-3.5796232,51.801582,Powys
Ogof Corryn Cawraidd,,-3.58005,51.81544,Powys
Ogof Nantes,,-3.580053,51.815533,Powys
Little Neath River Cave Flood Entrance,,-3.5800626,51.8158,Powys
Cwm Nedd Rising,,-3.5796108,51.8033,Powys
Unnamed Rising,,-3.5792644,51.797955,Powys
Pant Mawr Resurgence R1,,-3.579166,51.79846,Powys
Tarddiad y Pant Mawr R1,,-3.579166,51.79846,Powys
Ogof Cwbl Hardd,,-3.579169,51.79855,Powys
The Wholly Beautiful Cave,,-3.579169,51.79855,Powys
Little Neath River Cave Resurgence R2,,-3.579035,51.796787,Powys
Pwll Ddu,,-3.5788467,51.79679,Powys
Berthlwyd Boundary Swallet,,-3.5787935,51.804398,Powys
Berthlwyd Swallet,,-3.5777028,51.806393,Powys
Fireplace Hole,,-3.5759802,51.759495,Rhondda Cynon Taf
Twill Lie Tan,,-3.5759802,51.759495,Rhondda Cynon Taf
Dyffryn-Nedd Farm Sink,,-3.576339,51.800564,Powys
Elbow Passage,,-3.5747902,51.75986,Rhondda Cynon Taf
Pwll Dyffryn-Nedd,,-3.5762286,51.801556,Powys
Ogof Bwa Maen (Lower Entrance),,-3.5744827,51.759766,Rhondda Cynon Taf
Ogof Bwa Maen,,-3.574484,51.75981,Rhondda Cynon Taf
Solutional Arch,,-3.574461,51.759975,Rhondda Cynon Taf
Craig-y-Ddinas Cave,,-3.57392,51.76025,Rhondda Cynon Taf
Dinas Rock Cave,,-3.57392,51.76025,Rhondda Cynon Taf
King Arthur's Cave,,-3.57392,51.76025,Rhondda Cynon Taf
Will's Cave,,-3.57392,51.76025,Rhondda Cynon Taf
Wills Hole,,-3.57392,51.76025,Rhondda Cynon Taf
Craig y Ddinas Rift,,-3.5734906,51.76041,Rhondda Cynon Taf
Twll Dychrynllyd,,-3.507283,51.804256,Powys
Upper Hepste Resurgence Cave,,-3.5051143,51.804466,Powys
Twin Sinks in Shakehole,,-3.5043464,51.793594,Rhondda Cynon Taf
Middle Hepste Rising,,-3.5337176,51.78826,Powys
Ogof Garreg Fawr,,-3.5021968,51.795242,Rhondda Cynon Taf
Bridged Pothole,,-3.5276284,51.794273,Powys
Tir Duweunnydd (typo?),,-3.5276284,51.794273,Powys
Mynydd Y Glog Shakehole sink 1,,-3.4988747,51.77115,Rhondda Cynon Taf
Tir-dyweunydd,,-3.5276284,51.794273,Powys
Hepste Bridge Sinks,,-3.5274162,51.790573,Powys
Moss Rising,,-3.4955053,51.808624,Powys
Llwyn Celyn Spring,,-3.5272448,51.790646,Powys
Ogof Bedstead,,-3.5268838,51.796272,Powys
Dig near Ogof Fechan,,-3.4943423,51.77697,Rhondda Cynon Taf
Brown Porridge Cave,,-3.489546,51.800346,Rhondda Cynon Taf
Pwll Heol Brychan Sink,,-3.524878,51.784958,Rhondda Cynon Taf
Ogof yr Uwd Lwyd,,-3.489546,51.800346,Rhondda Cynon Taf
Pwll yr Eithin,,-3.5237951,51.76057,Rhondda Cynon Taf
Magpie Cave,,-3.5230386,51.815563,Powys
Ogof Pioden,,-3.5230386,51.815563,Powys
Ogof Hepste III,,-3.5213466,51.795048,Powys
Upper Hepste Cave No.3,,-3.5213466,51.795048,Powys
Y Drydedd Ogof Hepste,,-3.5213466,51.795048,Powys
Ogof Hepste No 2,,-3.5213332,51.795086,Powys
Hepste Rift No 2 (Right Hand Bank),,-3.5213454,51.795444,Powys
Hepste Fawr Well,,-3.5214663,51.799038,Powys
Hepste Potholes No.2,,-3.5212383,51.795715,Powys
Pwll Hepste,,-3.5212383,51.795715,Powys
Tucks Rift,,-3.5211747,51.795547,Powys
Lewis's Quarry Pot West,,-3.5204809,51.791733,Rhondda Cynon Taf
Llygad Cynon,,-3.5192342,51.758514,Rhondda Cynon Taf
Source of the River Cynon,,-3.5192342,51.758514,Rhondda Cynon Taf
Upper Hepste Neuadd Hole,,-3.5201025,51.796,Powys
Neuadd Hole,,-3.5200589,51.796,Powys
Llwyn y Fedwen Well,,-3.5202372,51.801304,Powys
Llwynon Flood Rising,,-3.5186965,51.75933,Rhondda Cynon Taf
Ogof Fawr Flood Rising,,-3.5186965,51.75933,Rhondda Cynon Taf
Pontbren Flood Rising,,-3.5186965,51.75933,Rhondda Cynon Taf
Hepste Fawr Sink,,-3.519911,51.795914,Powys
Pwll Mawr Sink,,-3.517826,51.78738,Rhondda Cynon Taf
Dog Hole,,-3.5177398,51.7874,Rhondda Cynon Taf
Llwyn Celyn Main Sink,,-3.518081,51.797554,Powys
Upper Hepste Main Sink,,-3.518081,51.797554,Powys
Upper Hepste Tir-Mawr Upper Sink (Left Bank),,-3.5176582,51.79792,Powys
Penderyn Quarry Cave,,-3.515878,51.770786,Rhondda Cynon Taf
Tir Mawr Sink,,-3.5166345,51.797665,Powys
Tir Mawr Upper Sink 2,,-3.5162086,51.79794,Powys
Carn y Botel Pot,,-3.5164585,51.818348,Powys
Ogof Twyn-y-Glog,,-3.5143993,51.76991,Rhondda Cynon Taf
Upper Hepste Heol-Las Sink,,-3.5142074,51.79967,Powys
Bodwigiad Dig,,-3.5102203,51.76151,Rhondda Cynon Taf
Bogwigiad Dig (typo?),,-3.5102203,51.76151,Rhondda Cynon Taf
Brecon Road Foxholes,,-3.5102465,51.79528,Rhondda Cynon Taf
Twyn Du Swallet,,-3.5095,51.79334,Rhondda Cynon Taf
Brecon Road Dig,,-3.5093324,51.79614,Rhondda Cynon Taf
Ogof Garn Ddu,,-3.5090313,51.78929,Rhondda Cynon Taf
Ogof y Glo,,-3.5090313,51.78929,Rhondda Cynon Taf
Upper Hepste Heol-las Resurgence,,-3.5091288,51.803066,Powys
Rowan Pot,,-3.2187102,51.84122,Powys
Ogof Carno,,-3.2139099,51.805763,Blaenau Gwent
Pearce's Pot,,-3.306124,51.814667,Powys
Ogof Purgad (typo),,-3.3007529,51.829655,Powys
Cwm Pant Lladron,,-3.212889,51.839043,Powys
A Dig,,-3.2078347,51.84219,Powys
Ogof Caci,,-3.2048585,51.842712,Powys
Pwll y Pasg,,-3.1881542,51.837337,Powys
Ogof Cynnes No.2.,,-3.24851,51.830704,Powys
Foxhole,,-3.2479665,51.83152,Powys
Ogof Newport,,-3.1837833,51.83781,Powys
Ogof Mynydd Llangynidr,,-3.2431529,51.83379,Powys
Ogof Y Carreg Wen,,-3.2418666,51.840317,Powys
Ogof Eira,,-3.2408495,51.836056,Powys
Above Ffw,,-3.1834106,51.838543,Powys
Ogof Tynol y Gareg,,-3.1808467,51.83375,Powys
Ogof Golledig Llangynidr,,-3.2366936,51.843292,Powys
Ogof Bwlch Llythyr,,-3.180462,51.835686,Powys
Ogof Bos Lethri,,-3.1804137,51.835506,Powys
Skull Cave,,-3.2243946,51.8378,Powys
Agen Allwedd,,-3.1803243,51.83542,Powys
Keyhole Cave,,-3.1803243,51.83542,Powys
Moult's Hole,,-3.1744933,51.83332,Powys
Ostrich Pot,,-3.1733081,51.83184,Powys
Pwll Estrys,,-3.1733081,51.83184,Powys
Eglwys Faen - Entrance 4,,-3.1729536,51.833828,Powys
Eglwys Faen,,-3.1727962,51.83391,Powys
Onneu Stream Resurgence 2,,-3.1724024,51.8344,Powys
Llangattwg Swallet,,-3.172313,51.831516,Powys
Eglwys Faen - Waterfall Entrance,,-3.172267,51.833656,Powys
Ogof Capel Faen,,-3.1718452,51.833614,Powys
Ogof Grug Hywel,,-3.1656885,51.83125,Powys
Ivy Rift,,-3.1650698,51.835392,Powys
Ogof Pen y Gwent,,-3.1640372,51.83531,Powys
Ogof a'r Olygfa Braf,,-3.1637452,51.835243,Powys
A Pot,,-3.1626744,51.8303,Powys
Coal Tar Cave (lower entrance),,-3.1613355,51.8025,Blaenau Gwent
Fell Swoop,,-3.1606982,51.83584,Powys
A Cave,,-3.1598241,51.828377,Powys
Channer's Dig,,-3.159904,51.833744,Powys
Ogof Gwaliau Gwynion,,-3.159904,51.833744,Powys
Whitewalls Cave,,-3.159904,51.833744,Powys
Twll y Cadno,,-3.1568441,51.82817,Powys
Daren Cilau,,-3.1547744,51.830647,Powys
Ogof y Darren,,-3.1547744,51.830647,Powys
Vic's Dig,,-3.1547744,51.830647,Powys
Ffynnon Gisfaen - Resurgence 1,,-3.1508727,51.804546,Blaenau Gwent
Ogof Pen Eryr,,-3.1514595,51.829834,Powys
Price's New Dig,,-3.1506965,51.82951,Powys
Gretton's Adit,,-3.1497288,51.810314,Monmouthshire
Fox Holes,,-3.1496377,51.829536,Powys
Ogof Pont Gam,,-3.1485155,51.80653,Monmouthshire
Pastie Digs,,-3.1480894,51.828564,Powys
Mud Cave,,-3.1477559,51.82801,Powys
Ogof Nant Rhin,,-3.1465154,51.804867,Blaenau Gwent
Ogof Cnwc,,-3.1468248,51.827343,Powys
Scorched Earth Rift,,-3.1449609,51.804768,Monmouthshire
Old Brynmawr Dig,,-3.144943,51.80463,Monmouthshire
Tuck's Rift,,-3.1448445,51.80476,Monmouthshire
Ogof Rhaeadr Ddu,,-3.144285,51.805565,Monmouthshire
Overhang Cave,,-3.1436312,51.80495,Monmouthshire
Penlanfach Sink,,-3.143693,51.807396,Monmouthshire
Pylon Cave,,-3.1433945,51.804764,Monmouthshire
Black Rock Cave,,-3.1433825,51.806015,Monmouthshire
Ogof Craig Ddu,,-3.1433825,51.806015,Monmouthshire
Waterfall Cave,,-3.1432111,51.80555,Monmouthshire
Ogof Clogwyn,,-3.142824,51.804573,Monmouthshire
Rockface Cave,,-3.142824,51.804573,Monmouthshire
Pwll Coedog,,-3.1412673,51.812428,Monmouthshire
Rowan Tree Sink,,-3.1412673,51.812428,Monmouthshire
Ap Derek,,-3.1410828,51.825214,Monmouthshire
Pwll y Cwm,,-3.140109,51.805046,Monmouthshire
Clydach Pothole,,-3.1400661,51.805065,Monmouthshire
Clydach Springs,,-3.1400661,51.805065,Monmouthshire
Elm Hole,,-3.1399105,51.80522,Monmouthshire
Devil's Bridge Cave,,-3.139783,51.80534,Monmouthshire
Dig,,-3.1392891,51.80876,Monmouthshire
Flood Rising,,-3.139671,51.804935,Monmouthshire
Beech Tree Cave,,-3.139622,51.80471,Monmouthshire
Clydach Gorge Resurgence 1,,-3.1383789,51.806026,Monmouthshire
Ogof Dylan Thomas,,-3.137835,51.805744,Monmouthshire
Church Cave,,-3.1376936,51.806465,Monmouthshire
Ogof Capel,,-3.1376936,51.806465,Monmouthshire
Ogof Capel Fechan,,-3.137493,51.806557,Monmouthshire
Holly Cave,,-3.1373644,51.806637,Monmouthshire
Ogof Celynnen,,-3.1373644,51.806637,Monmouthshire
Shakespeares Cave,,-3.1370323,51.805546,Monmouthshire
Shakespeare's Neighbour Cave,,-3.1370323,51.805546,Monmouthshire
Doline,,-3.1371703,51.811028,Monmouthshire
Pen Cerrig Calch,,-3.1392574,51.89373,Powys
Cave,,-3.1364565,51.811485,Monmouthshire
Aven in quarry,,-3.13642,51.807728,Monmouthshire
Clydach Side Stream Resurgence,,-3.136229,51.803593,Monmouthshire
UB 40 Cave,,-3.1357973,51.808346,Monmouthshire
Limekiln Resurgence,,-3.134782,51.808346,Monmouthshire
Dead Dog Cave,,-3.133245,51.81646,Monmouthshire
Pope's Hole,,-3.1327393,51.80902,Monmouthshire
Craig a Ffynnon,,-3.1326091,51.809032,Monmouthshire
Ogof Craig-a-Ffynnon,,-3.1326091,51.809032,Monmouthshire
Rock and Fountain Cave,,-3.1326091,51.809032,Monmouthshire
Rock & Fountain Spring,,-3.1321614,51.80911,Monmouthshire
Ogof Wrth Y Rheilffordd,,-3.1267838,51.80578,Monmouthshire
Llanelly Quarry Pot,,-3.1258776,51.804916,Monmouthshire
Craig Y Ddinas Cave 2,,-3.122618,51.806232,Monmouthshire
Dynas Rock Cave,,-3.122618,51.806232,Monmouthshire
Llanelly Dinas Rock Cave,,-3.122618,51.806232,Monmouthshire
Clydach South Resurgence 2,,-3.1142418,51.80712,Monmouthshire
Domis Natrix,,-3.1137083,51.80666,Monmouthshire
Gilwern Quarry Cave 3,,-3.1132352,51.807472,Monmouthshire
Ogof Helog Glas,,-3.1128473,51.807034,Monmouthshire
Ogof Mis Mel,,-3.1127427,51.807495,Monmouthshire
Wookey's Dig,,-3.112666,51.807907,Monmouthshire
Ogof Rosyn,,-3.1125772,51.807846,Monmouthshire
Ogof Cwm Dyar,,-3.1109881,51.805157,Monmouthshire
Pwll Gilwern,,-3.1099148,51.806927,Monmouthshire
Quimps Quarry Caves,,-3.0978897,51.80927,Monmouthshire
Ogof Dwy Sir,,-3.0976748,51.80939,Monmouthshire
Rift Dig,,-3.0964262,51.80575,Monmouthshire
